,Email Address,Website,Newsletter,Tasting,Call,Visits,Customer_Segment,Wealth Range Estimate,Status,Date,CS_Index,Marketing,new_column,Tasting Per Visit,Wealth Label,Casual Visitor,High Roller,Luxury Estate,Wine Enthusiast
1561,echambers@aol.com,0.0,0.0,299.38,0.0,4.0,Casual Visitor,$400-800k,1,3/18/20 5:48,1.0,Email,1,74.84,3,1,0,0,0
1562,wilc77@yahoo.com,0.0,0.0,0.0,264.92,0.0,High Roller,$400-800k,1,3/18/20 6:23,2.0,Concierge,1,,3,0,1,0,0
1563,diac26@yahoo.com,0.0,0.0,29.77,0.0,3.0,Casual Visitor,$200-400k,1,3/18/20 7:57,1.0,Email,1,9.92,2,1,0,0,0
1564,ewilliams8@aol.com,0.0,0.0,244.45,0.0,3.0,Casual Visitor,$200-400k,1,3/18/20 9:29,1.0,Email,1,81.48,2,1,0,0,0
1565,r.johnson@live.com,0.0,0.0,246.09,0.0,2.0,Casual Visitor,$100-200k,1,3/18/20 10:52,1.0,Email,1,123.04,0,1,0,0,0
1566,holmes9@gmail.com,0.0,0.0,115.57,0.0,1.0,Casual Visitor,$100-200k,1,3/18/20 11:28,1.0,Email,1,115.57,0,1,0,0,0
1567,avilac@me.com,0.0,0.0,581.99,0.0,4.0,Casual Visitor,$400-800k,1,3/18/20 14:02,1.0,Email,1,145.5,3,1,0,0,0
1568,castro2@verizon.net,0.0,0.0,178.97,0.0,2.0,Casual Visitor,$200-400k,1,3/18/20 14:29,1.0,Email,1,89.48,2,1,0,0,0
1569,jonese@hotmail.com,206.3,757.95,176.25,385.04,2.0,Luxury Estate,$800-1200k,1,3/18/20 17:15,3.0,Concierge,1,88.12,4,0,0,1,0
1570,donh86@googlemail.com,0.0,0.0,160.8,0.0,2.0,Casual Visitor,$100-200k,1,3/18/20 18:54,1.0,Email,1,80.4,0,1,0,0,0
1571,stone9@google.com,0.0,0.0,134.19,0.0,1.0,Casual Visitor,Below $100k,1,3/18/20 19:22,1.0,Email,1,134.19,6,1,0,0,0
1572,smar3@gmail.com,0.0,147.32,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/18/20 23:32,3.0,Concierge,1,,4,0,0,1,0
1573,kena7@comcast.net,0.0,279.09,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/18/20 23:35,3.0,Concierge,1,,4,0,0,1,0
1574,gomezj@google.com,0.0,0.0,111.1,0.0,2.0,Casual Visitor,$100-200k,1,3/19/20 0:44,1.0,Email,1,55.55,0,1,0,0,0
1575,johnson1@comcast.net,0.0,0.0,87.29,0.0,3.0,Casual Visitor,$200-400k,1,3/19/20 0:51,1.0,Email,1,29.1,2,1,0,0,0
1576,mackb@comcast.net,64.72,103.2,51.36,0.0,4.0,Casual Visitor,$400-800k,1,3/19/20 1:24,1.0,Email,1,12.84,3,1,0,0,0
1577,thompson5@earthlink.net,0.0,0.0,169.43,0.0,3.0,Casual Visitor,$200-400k,1,3/19/20 2:19,1.0,Email,1,56.48,2,1,0,0,0
1578,mhar95@me.com,272.64,796.56,128.68,151.96,1.0,Luxury Estate,$1200-1800k,1,3/19/20 3:41,3.0,Concierge,1,128.68,1,0,0,1,0
1579,srodriguez9@mail.com,0.0,158.23,0.0,0.0,0.0,Luxury Estate,$400-800k,1,3/19/20 3:50,3.0,Concierge,1,,3,0,0,1,0
1580,o.mata@charter.net,0.0,0.0,216.54,0.0,3.0,Casual Visitor,$200-400k,1,3/19/20 5:57,1.0,Email,1,72.18,2,1,0,0,0
1581,gates5@comcast.net,0.0,0.0,441.96,0.0,3.0,Casual Visitor,$200-400k,1,3/19/20 8:10,1.0,Email,1,147.32,2,1,0,0,0
1582,j.ayala@me.com,0.0,0.0,73.34,0.0,1.0,Casual Visitor,$100-200k,1,3/19/20 9:56,1.0,Email,1,73.34,0,1,0,0,0
1583,l.dalton@bellsouth.net,336.13,0.0,0.0,0.0,0.0,Wine Enthusiast,$100-200k,1,3/19/20 14:01,4.0,Email,1,,0,0,0,0,1
1584,castros@live.com,0.0,0.0,0.0,0.0,2.0,Casual Visitor,$200-400k,1,3/19/20 14:40,1.0,Email,1,0.0,2,1,0,0,0
1585,rosep@att.net,122.28,0.0,516.46,0.0,4.0,Casual Visitor,$400-800k,1,3/19/20 20:55,1.0,Email,1,129.12,3,1,0,0,0
1586,penningtong@msn.com,0.0,0.0,152.89,0.0,3.0,Casual Visitor,$200-400k,1,3/19/20 21:29,1.0,Email,1,50.96,2,1,0,0,0
1587,rrey92@mail.com,0.0,0.0,24.29,0.0,2.0,Casual Visitor,$200-400k,1,3/19/20 21:56,1.0,Email,1,12.14,2,1,0,0,0
1588,luac60@me.com,0.0,0.0,386.96,0.0,3.0,Casual Visitor,$200-400k,1,3/19/20 22:36,1.0,Email,1,128.99,2,1,0,0,0
1589,khoo2@comcast.net,56.11,81.97,603.98,0.0,4.0,Casual Visitor,$400-800k,1,3/19/20 23:16,1.0,Email,1,151.0,3,1,0,0,0
1590,sharp2@sbcglobal.net,0.0,0.0,212.88,0.0,2.0,Casual Visitor,$100-200k,1,3/19/20 23:37,1.0,Email,1,106.44,0,1,0,0,0
1591,oneal9@mail.com,0.0,0.0,114.37,0.0,1.0,Casual Visitor,$100-200k,1,3/20/20 0:15,1.0,Email,1,114.37,0,1,0,0,0
1592,j.clark@gmail.com,0.0,0.0,295.54,0.0,2.0,Casual Visitor,$200-400k,1,3/20/20 1:26,1.0,Email,1,147.77,2,1,0,0,0
1593,valentine4@yahoo.com,151.64,0.0,249.86,0.0,1.0,Wine Enthusiast,$200-400k,1,3/20/20 1:56,4.0,Email,1,249.86,2,0,0,0,1
1594,lesm91@bellsouth.net,0.0,0.0,260.02,0.0,2.0,Casual Visitor,$200-400k,1,3/20/20 2:06,1.0,Email,1,130.01,2,1,0,0,0
1595,williams5@yahoo.com,0.0,0.0,107.88,0.0,3.0,Casual Visitor,$200-400k,1,3/20/20 3:55,1.0,Email,1,35.96,2,1,0,0,0
1596,kshannon@bellsouth.net,0.0,0.0,427.53,0.0,3.0,Casual Visitor,$200-400k,1,3/20/20 5:27,1.0,Email,1,142.51,2,1,0,0,0
1597,smithc@hotmail.com,0.0,0.0,173.64,0.0,1.0,Casual Visitor,Below $100k,1,3/20/20 11:23,1.0,Email,1,173.64,6,1,0,0,0
1598,dree74@me.com,0.0,0.0,30.45,0.0,1.0,Casual Visitor,Below $100k,1,3/20/20 14:37,1.0,Email,1,30.45,6,1,0,0,0
1599,abeasley@mail.com,0.0,0.0,330.09,0.0,3.0,Casual Visitor,$200-400k,1,3/20/20 14:53,1.0,Email,1,110.03,2,1,0,0,0
1600,deckerm@googlemail.com,0.0,0.0,25.55,0.0,1.0,Casual Visitor,$100-200k,1,3/20/20 15:47,1.0,Email,1,25.55,0,1,0,0,0
1601,ibishop6@facebook.com,0.0,0.0,115.11,0.0,1.0,Casual Visitor,Below $100k,1,3/20/20 16:41,1.0,Email,1,115.11,6,1,0,0,0
1602,a.garcia@msn.com,0.0,0.0,28.77,0.0,3.0,Casual Visitor,$200-400k,1,3/20/20 16:49,1.0,Email,1,9.59,2,1,0,0,0
1603,ggordon9@mail.com,0.0,0.0,385.34,0.0,2.0,Casual Visitor,$200-400k,1,3/20/20 20:49,1.0,Email,1,192.67,2,1,0,0,0
1604,millerf@me.com,0.0,0.0,100.53,0.0,1.0,Casual Visitor,$100-200k,1,3/20/20 21:56,1.0,Email,1,100.53,0,1,0,0,0
1605,cookm@facebook.com,2924.43,458.85,1180.78,123.81,4.0,Wine Enthusiast,$800-1200k,1,3/20/20 22:20,4.0,Email,1,295.2,4,0,0,0,1
1606,rogers8@google.com,0.0,248.55,0.0,425.96,0.0,High Roller,$400-800k,1,3/20/20 22:47,2.0,Concierge,1,,3,0,1,0,0
1607,samw40@hotmail.com,0.0,0.0,153.47,0.0,1.0,Casual Visitor,Below $100k,1,3/20/20 23:38,1.0,Email,1,153.47,6,1,0,0,0
1608,jguerra@google.com,0.0,0.0,250.6,0.0,2.0,Casual Visitor,$100-200k,1,3/21/20 1:10,1.0,Email,1,125.3,0,1,0,0,0
1609,besw11@google.com,0.0,72.82,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/21/20 4:46,3.0,Concierge,1,,4,0,0,1,0
1610,msan10@comcast.net,0.0,191.22,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/21/20 5:20,3.0,Concierge,1,,4,0,0,1,0
1611,vlee26@juno.com,0.0,0.0,358.63,0.0,3.0,Casual Visitor,$200-400k,1,3/21/20 5:34,1.0,Email,1,119.54,2,1,0,0,0
1612,sturner3@bellsouth.net,0.0,0.0,225.64,0.0,2.0,Casual Visitor,$100-200k,1,3/21/20 7:34,1.0,Email,1,112.82,0,1,0,0,0
1613,smcgee@mail.com,997.64,601.26,2745.14,101.75,10.0,Wine Enthusiast,$1200-1800k,1,3/21/20 8:14,4.0,Email,1,274.51,1,0,0,0,1
1614,lbush@sbcglobal.net,0.0,0.0,248.73,0.0,3.0,Casual Visitor,$200-400k,1,3/21/20 8:27,1.0,Email,1,82.91,2,1,0,0,0
1615,jeah87@aol.com,0.0,47.22,464.24,0.0,4.0,Casual Visitor,$400-800k,1,3/21/20 8:38,1.0,Email,1,116.06,3,1,0,0,0
1616,c.gonzalez@comcast.net,0.0,0.0,283.19,0.0,2.0,Casual Visitor,$200-400k,1,3/21/20 12:04,1.0,Email,1,141.6,2,1,0,0,0
1617,lwalker@yahoo.com,0.0,0.0,113.23,0.0,1.0,Casual Visitor,Below $100k,1,3/21/20 12:05,1.0,Email,1,113.23,6,1,0,0,0
1618,parker2@sbcglobal.net,0.0,6.08,515.09,0.0,3.0,Casual Visitor,$200-400k,1,3/21/20 12:14,1.0,Email,1,171.7,2,1,0,0,0
1619,cooper5@bellsouth.net,261.87,0.0,81.27,0.0,1.0,Wine Enthusiast,$200-400k,1,3/21/20 12:22,4.0,Email,1,81.27,2,0,0,0,1
1620,lmar26@facebook.com,0.0,0.0,0.0,0.0,2.0,Casual Visitor,$200-400k,1,3/21/20 13:28,1.0,Email,1,0.0,2,1,0,0,0
1621,angj15@charter.net,0.0,0.0,82.02,0.0,2.0,Casual Visitor,$200-400k,1,3/21/20 14:11,1.0,Email,1,41.01,2,1,0,0,0
1622,bhun83@aol.com,0.0,0.0,303.92,0.0,3.0,Casual Visitor,$200-400k,1,3/21/20 14:15,1.0,Email,1,101.31,2,1,0,0,0
1623,rper41@live.com,0.0,0.0,78.84,0.0,3.0,Casual Visitor,$200-400k,1,3/21/20 15:50,1.0,Email,1,26.28,2,1,0,0,0
1624,millert@yahoo.com,0.0,0.0,120.54,0.0,3.0,Casual Visitor,$200-400k,1,3/21/20 17:07,1.0,Email,1,40.18,2,1,0,0,0
1625,kmartinez@msn.com,0.0,0.0,0.0,432.45,0.0,High Roller,$400-800k,1,3/21/20 17:41,2.0,Concierge,1,,3,0,1,0,0
1626,mfos47@earthlink.net,0.0,0.0,257.71,0.0,3.0,Casual Visitor,$200-400k,1,3/21/20 18:10,1.0,Email,1,85.9,2,1,0,0,0
1627,baileys@sbcglobal.net,0.0,0.0,37.0,0.0,1.0,Casual Visitor,$100-200k,1,3/21/20 18:33,1.0,Email,1,37.0,0,1,0,0,0
1628,levyg@live.com,0.0,273.31,0.0,0.0,0.0,Luxury Estate,$1200-1800k,1,3/21/20 18:47,3.0,Concierge,1,,1,0,0,1,0
1629,lopez4@cox.net,0.0,0.0,282.97,0.0,2.0,Casual Visitor,$200-400k,1,3/21/20 18:50,1.0,Email,1,141.49,2,1,0,0,0
1630,jenkinss@msn.com,0.0,0.0,24.0,0.0,1.0,Casual Visitor,$100-200k,1,3/21/20 19:06,1.0,Email,1,24.0,0,1,0,0,0
1631,gomez7@charter.net,82.96,16.7,253.83,0.0,4.0,Casual Visitor,$400-800k,1,3/21/20 22:12,1.0,Email,1,63.46,3,1,0,0,0
1632,hbra80@yahoo.com,0.0,0.0,212.13,0.0,3.0,Casual Visitor,$200-400k,1,3/21/20 22:33,1.0,Email,1,70.71,2,1,0,0,0
1633,kayh12@charter.net,0.0,0.0,141.27,0.0,1.0,Casual Visitor,$100-200k,1,3/21/20 23:39,1.0,Email,1,141.27,0,1,0,0,0
1634,j.johnson@gmx.com,0.0,0.0,0.0,73.91,0.0,High Roller,$400-800k,1,3/21/20 23:49,2.0,Concierge,1,,3,0,1,0,0
1635,c.york@mail.com,0.0,0.0,84.18,0.0,1.0,Casual Visitor,Below $100k,1,3/22/20 0:47,1.0,Email,1,84.18,6,1,0,0,0
1636,aimg3@bellsouth.net,0.0,384.14,0.0,0.0,0.0,Luxury Estate,$400-800k,1,3/22/20 0:55,3.0,Concierge,1,,3,0,0,1,0
1637,j.parrish@live.com,0.0,0.0,51.5,0.0,1.0,Casual Visitor,$100-200k,1,3/22/20 1:59,1.0,Email,1,51.5,0,1,0,0,0
1638,jevans4@googlemail.com,0.0,0.0,372.89,0.0,2.0,Casual Visitor,$100-200k,1,3/22/20 2:27,1.0,Email,1,186.44,0,1,0,0,0
1639,mics50@google.com,279.28,0.0,0.0,0.0,0.0,Wine Enthusiast,$100-200k,1,3/22/20 4:25,4.0,Email,1,,0,0,0,0,1
1640,vroberts@bellsouth.net,0.0,0.0,35.46,0.0,2.0,Casual Visitor,$200-400k,1,3/22/20 4:58,1.0,Email,1,17.73,2,1,0,0,0
1641,sclark8@google.com,0.0,0.0,359.81,0.0,3.0,Casual Visitor,$200-400k,1,3/22/20 5:17,1.0,Email,1,119.94,2,1,0,0,0
1642,janv47@gmail.com,0.0,0.0,51.3,0.0,3.0,Casual Visitor,$400-800k,1,3/22/20 6:43,1.0,Email,1,17.1,3,1,0,0,0
1643,k.wilson@me.com,0.0,0.0,239.66,0.0,2.0,Casual Visitor,$200-400k,1,3/22/20 7:39,1.0,Email,1,119.83,2,1,0,0,0
1644,smil35@comcast.net,0.0,0.0,50.5,0.0,1.0,Casual Visitor,Below $100k,1,3/22/20 8:05,1.0,Email,1,50.5,6,1,0,0,0
1645,g.franklin@comcast.net,0.0,0.0,240.62,0.0,2.0,Casual Visitor,$200-400k,1,3/22/20 8:52,1.0,Email,1,120.31,2,1,0,0,0
1646,j.taylor@facebook.com,0.0,0.0,366.15,0.0,3.0,Casual Visitor,$200-400k,1,3/22/20 9:17,1.0,Email,1,122.05,2,1,0,0,0
1647,dmar77@bellsouth.net,0.0,0.0,0.0,596.74,0.0,High Roller,$400-800k,1,3/22/20 11:08,2.0,Concierge,1,,3,0,1,0,0
1648,awilliams1@sbcglobal.net,0.0,0.0,250.73,0.0,4.0,Casual Visitor,$400-800k,1,3/22/20 11:41,1.0,Email,1,62.68,3,1,0,0,0
1649,annd53@yahoo.com,0.0,70.31,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/22/20 12:27,3.0,Concierge,1,,4,0,0,1,0
1650,c.martinez@me.com,0.0,0.0,24.0,0.0,2.0,Casual Visitor,$100-200k,1,3/22/20 23:47,1.0,Email,1,12.0,0,1,0,0,0
1651,cstanley6@juno.com,0.0,66.28,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/23/20 0:22,3.0,Concierge,1,,4,0,0,1,0
1652,smith7@gmail.com,0.0,0.0,282.5,0.0,2.0,Casual Visitor,$100-200k,1,3/23/20 1:47,1.0,Email,1,141.25,0,1,0,0,0
1653,rhughes@yahoo.com,0.0,0.0,83.36,0.0,3.0,Casual Visitor,$200-400k,1,3/23/20 2:26,1.0,Email,1,27.79,2,1,0,0,0
1654,wilson8@live.com,0.0,0.0,74.18,0.0,2.0,Casual Visitor,$200-400k,1,3/23/20 3:07,1.0,Email,1,37.09,2,1,0,0,0
1655,mscott@live.com,0.0,700.48,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/23/20 7:16,3.0,Concierge,1,,4,0,0,1,0
1656,trei44@hotmail.com,0.0,0.0,187.17,0.0,1.0,Casual Visitor,$100-200k,1,3/23/20 7:40,1.0,Email,1,187.17,0,1,0,0,0
1657,slewis@msn.com,0.0,0.0,265.07,0.0,3.0,Casual Visitor,$200-400k,1,3/23/20 7:53,1.0,Email,1,88.36,2,1,0,0,0
1658,b.mcbride@sbcglobal.net,0.0,0.0,134.57,0.0,2.0,Casual Visitor,$200-400k,1,3/23/20 9:01,1.0,Email,1,67.28,2,1,0,0,0
1659,haynes9@sbcglobal.net,0.0,0.0,440.54,0.0,3.0,Casual Visitor,$200-400k,1,3/23/20 9:46,1.0,Email,1,146.85,2,1,0,0,0
1660,r.wise@live.com,0.0,0.0,270.73,0.0,4.0,Casual Visitor,$400-800k,1,3/23/20 11:25,1.0,Email,1,67.68,3,1,0,0,0
1661,s.castillo@mail.com,0.0,97.53,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/23/20 14:18,3.0,Concierge,1,,4,0,0,1,0
1662,aduncan@gmx.com,0.0,0.0,308.94,0.0,2.0,Casual Visitor,$100-200k,1,3/23/20 14:34,1.0,Email,1,154.47,0,1,0,0,0
1663,ramirez6@hotmail.com,423.76,0.0,180.55,0.0,1.0,Wine Enthusiast,$400-800k,1,3/23/20 14:52,4.0,Email,1,180.55,3,0,0,0,1
1664,rreid@juno.com,0.0,0.0,24.0,0.0,3.0,Casual Visitor,$200-400k,1,3/23/20 17:03,1.0,Email,1,8.0,2,1,0,0,0
1665,allen9@bellsouth.net,0.0,0.0,372.65,0.0,2.0,Casual Visitor,$200-400k,1,3/23/20 19:16,1.0,Email,1,186.32,2,1,0,0,0
1666,estewart4@google.com,33.99,86.68,691.09,0.0,4.0,Casual Visitor,$400-800k,1,3/23/20 20:53,1.0,Email,1,172.77,3,1,0,0,0
1667,dcan87@msn.com,0.0,364.39,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/23/20 21:09,3.0,Concierge,1,,4,0,0,1,0
1668,mmen94@bellsouth.net,0.0,0.0,343.34,0.0,2.0,Casual Visitor,$200-400k,1,3/23/20 23:37,1.0,Email,1,171.67,2,1,0,0,0
1669,jones6@live.com,124.43,0.0,348.7,0.0,4.0,Casual Visitor,$400-800k,1,3/23/20 23:43,1.0,Email,1,87.18,3,1,0,0,0
1670,wher63@me.com,91.54,827.38,141.46,212.41,1.0,Luxury Estate,Above $1800k,1,3/24/20 2:37,3.0,Concierge,1,141.46,5,0,0,1,0
1671,hancockl@mac.com,0.0,0.0,49.07,0.0,3.0,Casual Visitor,$200-400k,1,3/24/20 4:01,1.0,Email,1,16.36,2,1,0,0,0
1672,mree81@msn.com,0.0,0.0,102.98,0.0,2.0,Casual Visitor,$100-200k,1,3/24/20 5:44,1.0,Email,1,51.49,0,1,0,0,0
1673,fisherj@mac.com,0.0,0.0,121.48,0.0,1.0,Casual Visitor,Below $100k,1,3/24/20 7:54,1.0,Email,1,121.48,6,1,0,0,0
1674,atay55@gmx.com,0.0,0.0,493.07,0.0,4.0,Casual Visitor,$200-400k,1,3/24/20 7:59,1.0,Email,1,123.27,2,1,0,0,0
1675,egreen@mac.com,421.35,0.0,117.06,0.0,1.0,Wine Enthusiast,$200-400k,1,3/24/20 8:13,4.0,Email,1,117.06,2,0,0,0,1
1676,afoster3@google.com,0.0,0.0,174.66,0.0,1.0,Casual Visitor,$100-200k,1,3/24/20 8:22,1.0,Email,1,174.66,0,1,0,0,0
1677,hlewis@att.net,73.8,0.0,667.86,0.0,4.0,Casual Visitor,$400-800k,1,3/24/20 9:17,1.0,Email,1,166.96,3,1,0,0,0
1678,ronw13@comcast.net,453.84,0.0,0.0,0.0,0.0,Wine Enthusiast,$100-200k,1,3/24/20 10:21,4.0,Email,1,,0,0,0,0,1
1679,sanchez5@facebook.com,0.0,397.28,0.0,0.0,0.0,Luxury Estate,$400-800k,1,3/24/20 10:30,3.0,Concierge,1,,3,0,0,1,0
1680,dmartinez6@cox.net,0.0,0.0,333.55,0.0,2.0,Casual Visitor,$100-200k,1,3/24/20 12:34,1.0,Email,1,166.78,0,1,0,0,0
1681,cbutler@sbcglobal.net,0.0,0.0,142.13,0.0,1.0,Casual Visitor,Below $100k,1,3/24/20 12:45,1.0,Email,1,142.13,6,1,0,0,0
1682,keve38@gmx.com,0.0,0.0,129.23,0.0,2.0,Casual Visitor,$200-400k,1,3/24/20 14:14,1.0,Email,1,64.61,2,1,0,0,0
1683,w.gonzalez@live.com,0.0,318.82,0.0,0.0,0.0,Luxury Estate,$400-800k,1,3/24/20 15:21,3.0,Concierge,1,,3,0,0,1,0
1684,lobr11@verizon.net,0.0,289.97,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/24/20 17:32,3.0,Concierge,1,,4,0,0,1,0
1685,rsol49@att.net,344.2,0.0,122.88,0.0,1.0,Wine Enthusiast,$100-200k,1,3/24/20 21:54,4.0,Email,1,122.88,0,0,0,0,1
1686,jeab46@charter.net,0.0,0.0,68.01,0.0,1.0,Casual Visitor,Below $100k,1,3/24/20 22:34,1.0,Email,1,68.01,6,1,0,0,0
1687,chre14@googlemail.com,106.14,25.46,522.75,0.0,4.0,Casual Visitor,$400-800k,1,3/24/20 23:21,1.0,Email,1,130.69,3,1,0,0,0
1688,e.johnson@bellsouth.net,0.0,273.93,0.0,0.0,0.0,Luxury Estate,$400-800k,1,3/25/20 0:15,3.0,Concierge,1,,3,0,0,1,0
1689,kata25@aol.com,0.0,376.73,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/25/20 2:54,3.0,Concierge,1,,4,0,0,1,0
1690,j.james@juno.com,0.0,55.36,128.07,0.0,3.0,Casual Visitor,$400-800k,1,3/25/20 3:03,1.0,Email,1,42.69,3,1,0,0,0
1691,smith8@mac.com,0.0,441.2,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/25/20 4:23,3.0,Concierge,1,,4,0,0,1,0
1692,gmoreno7@comcast.net,0.0,0.0,423.47,0.0,3.0,Casual Visitor,$400-800k,1,3/25/20 5:31,1.0,Email,1,141.16,3,1,0,0,0
1693,white4@att.net,0.0,0.0,326.89,0.0,1.0,Wine Enthusiast,$100-200k,1,3/25/20 6:03,4.0,Email,1,326.89,0,0,0,0,1
1694,l.pittman@gmx.com,0.0,0.0,152.38,0.0,1.0,Casual Visitor,$100-200k,1,3/25/20 9:40,1.0,Email,1,152.38,0,1,0,0,0
1695,scoc1@sbcglobal.net,0.0,0.0,109.8,0.0,3.0,Casual Visitor,$200-400k,1,3/25/20 10:36,1.0,Email,1,36.6,2,1,0,0,0
1696,josephd@earthlink.net,0.0,0.0,85.81,0.0,1.0,Casual Visitor,$100-200k,1,3/25/20 12:10,1.0,Email,1,85.81,0,1,0,0,0
1697,w.blevins@aol.com,0.0,0.0,637.23,0.0,4.0,Casual Visitor,$200-400k,1,3/25/20 12:28,1.0,Email,1,159.31,2,1,0,0,0
1698,roman7@yahoo.com,0.0,0.0,66.84,0.0,3.0,Casual Visitor,$200-400k,1,3/25/20 12:33,1.0,Email,1,22.28,2,1,0,0,0
1699,rlane4@earthlink.net,0.0,0.0,90.68,0.0,3.0,Casual Visitor,$200-400k,1,3/25/20 14:01,1.0,Email,1,30.23,2,1,0,0,0
1700,ebarnes@cox.net,0.0,0.0,232.1,0.0,2.0,Casual Visitor,$100-200k,1,3/25/20 15:02,1.0,Email,1,116.05,0,1,0,0,0
1701,phamn@gmail.com,0.0,0.0,33.81,0.0,2.0,Casual Visitor,$200-400k,1,3/25/20 15:32,1.0,Email,1,16.9,2,1,0,0,0
1702,a.johnson@mac.com,0.0,217.78,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/25/20 16:24,3.0,Concierge,1,,4,0,0,1,0
1703,castanedaj@gmx.com,0.0,0.0,342.97,0.0,2.0,Casual Visitor,$100-200k,1,3/25/20 17:59,1.0,Email,1,171.48,0,1,0,0,0
1704,collier8@yahoo.com,0.0,71.36,0.0,0.0,0.0,Wine Enthusiast,$200-400k,1,3/25/20 19:05,4.0,Email,1,,2,0,0,0,1
1705,ssco39@sbcglobal.net,0.0,0.0,76.95,0.0,1.0,Casual Visitor,$100-200k,1,3/25/20 20:44,1.0,Email,1,76.95,0,1,0,0,0
1706,rarnold@att.net,0.0,0.0,0.0,0.0,2.0,Casual Visitor,$100-200k,1,3/25/20 21:16,1.0,Email,1,0.0,0,1,0,0,0
1707,madk57@me.com,0.0,0.0,24.0,0.0,1.0,Casual Visitor,Below $100k,1,3/25/20 22:56,1.0,Email,1,24.0,6,1,0,0,0
1708,jlawrence1@sbcglobal.net,0.0,0.0,145.46,0.0,1.0,Casual Visitor,$100-200k,1,3/25/20 23:25,1.0,Email,1,145.46,0,1,0,0,0
1709,hullj@verizon.net,0.0,0.0,324.01,0.0,2.0,Casual Visitor,$100-200k,1,3/25/20 23:58,1.0,Email,1,162.0,0,1,0,0,0
1710,thompson8@live.com,0.0,401.98,0.0,0.0,0.0,Luxury Estate,$400-800k,1,3/26/20 1:00,3.0,Concierge,1,,3,0,0,1,0
1711,calderon6@bellsouth.net,0.0,0.0,102.24,0.0,3.0,Casual Visitor,$200-400k,1,3/26/20 1:05,1.0,Email,1,34.08,2,1,0,0,0
1712,becker5@gmail.com,0.0,0.0,542.35,0.0,3.0,Casual Visitor,$200-400k,1,3/26/20 1:20,1.0,Email,1,180.78,2,1,0,0,0
1713,katr5@comcast.net,0.0,56.21,461.63,0.0,4.0,Casual Visitor,$400-800k,1,3/26/20 1:36,1.0,Email,1,115.41,3,1,0,0,0
1714,mjones7@me.com,0.0,0.0,272.46,0.0,2.0,Casual Visitor,$100-200k,1,3/26/20 1:46,1.0,Email,1,136.23,0,1,0,0,0
1715,p.davies@juno.com,0.0,0.0,305.57,0.0,2.0,Casual Visitor,$100-200k,1,3/26/20 3:42,1.0,Email,1,152.78,0,1,0,0,0
1716,ryaj12@yahoo.com,0.0,0.0,41.94,0.0,1.0,Casual Visitor,$100-200k,1,3/26/20 6:27,1.0,Email,1,41.94,0,1,0,0,0
1717,robc54@sbcglobal.net,0.0,49.69,133.35,0.0,3.0,Casual Visitor,$200-400k,1,3/26/20 6:48,1.0,Email,1,44.45,2,1,0,0,0
1718,carw97@juno.com,0.0,0.0,0.0,533.01,0.0,High Roller,$400-800k,1,3/26/20 10:06,2.0,Concierge,1,,3,0,1,0,0
1719,montes9@me.com,0.0,0.0,376.65,0.0,2.0,Casual Visitor,$100-200k,1,3/26/20 10:34,1.0,Email,1,188.32,0,1,0,0,0
1720,perez5@mail.com,0.0,0.0,188.77,0.0,3.0,Casual Visitor,$200-400k,1,3/26/20 11:48,1.0,Email,1,62.92,2,1,0,0,0
1721,robertsj@me.com,0.0,0.0,263.07,0.0,2.0,Casual Visitor,$200-400k,1,3/26/20 14:36,1.0,Email,1,131.54,2,1,0,0,0
1722,lopez9@yahoo.com,0.0,0.0,92.34,0.0,2.0,Casual Visitor,$200-400k,1,3/26/20 16:26,1.0,Email,1,46.17,2,1,0,0,0
1723,vmartin8@me.com,0.0,83.47,0.0,0.0,0.0,Luxury Estate,$400-800k,1,3/26/20 17:31,3.0,Concierge,1,,3,0,0,1,0
1724,hjennings3@att.net,459.13,0.0,0.0,0.0,0.0,Wine Enthusiast,$200-400k,1,3/26/20 22:23,4.0,Email,1,,2,0,0,0,1
1725,dand20@facebook.com,0.0,193.51,0.0,0.0,0.0,Luxury Estate,$1200-1800k,1,3/26/20 23:54,3.0,Concierge,1,,1,0,0,1,0
1726,eval5@verizon.net,0.0,216.48,0.0,0.0,0.0,Luxury Estate,$800-1200k,1,3/27/20 0:34,3.0,Concierge,1,,4,0,0,1,0
1727,jwhite@google.com,0.0,0.0,399.16,0.0,3.0,Casual Visitor,$200-400k,1,3/27/20 2:13,1.0,Email,1,133.05,2,1,0,0,0
1728,davis7@verizon.net,0.0,0.0,504.25,0.0,3.0,Casual Visitor,$200-400k,1,3/27/20 3:53,1.0,Email,1,168.08,2,1,0,0,0
