Member ID,Status,Email Address,Tasting Room Visited,Customer_Segment,Year Discontinued,LTV at Discontinuance,Wealth Range Estimate,Reason for Leaving
201500783,Discontinued,hwilcox9@juno.com,Yes,Casual Visitor,2016,247.43,Below $100k,Prices too high
201500784,Discontinued,efre68@yahoo.com,Yes,Casual Visitor,2016,911.5,$200-400k,Prices too high
201500788,Discontinued,smcdaniel5@live.com,No,Wine Enthusiast,2016,1733.1,$200-400k,Staff not knowledgable
201500797,Discontinued,nguyenm@google.com,Yes,Casual Visitor,2016,595.96,$200-400k,
201500810,Discontinued,b.henry@mac.com,Yes,Casual Visitor,2015,335.49,$100-200k,Poor service
201500812,Discontinued,sloanj@earthlink.net,Yes,Casual Visitor,2016,511.97,$200-400k,Prices too high
201500813,Discontinued,dgar81@bellsouth.net,Yes,Casual Visitor,2016,356.3,$200-400k,Prices too high
201500816,Discontinued,rogersm@comcast.net,Yes,Casual Visitor,2016,599.6,$200-400k,Prices too high
201500823,Discontinued,lbernard@gmail.com,No,Wine Enthusiast,2015,695.62,$1200-1800k,Staff not knowledgable
201500826,Discontinued,williamsm@yahoo.com,No,Wine Enthusiast,2016,827.53,$1200-1800k,Not enough selection
201500835,Discontinued,i.luna@comcast.net,No,Luxury Estate,2015,605.3,$400-800k,Wine quality
201500876,Discontinued,r.chen@gmail.com,Yes,Casual Visitor,2016,325.87,$100-200k,Prices too high
201500880,Discontinued,jbailey@msn.com,Yes,Casual Visitor,2016,172.64,$400-800k,Prices too high
201500900,Discontinued,rtho38@verizon.net,Yes,Casual Visitor,2016,761.12,$200-400k,Poor service
201500906,Discontinued,aramirez9@bellsouth.net,No,Wine Enthusiast,2016,3287.23,$800-1200k,Staff not knowledgable
201500913,Discontinued,mhol37@yahoo.com,No,Wine Enthusiast,2016,1974.14,$200-400k,Not enough selection
201500918,Discontinued,jhubbard@sbcglobal.net,Yes,Casual Visitor,2016,116.87,Below $100k,Wine quality
201500940,Discontinued,bzimmerman@att.net,Yes,Casual Visitor,2016,445.95,$400-800k,Prices too high
201500948,Discontinued,tgar27@facebook.com,Yes,Casual Visitor,2016,683.34,$400-800k,Prices too high
201500963,Discontinued,cguerrero4@gmail.com,Yes,Casual Visitor,2016,367.38,$200-400k,Staff not knowledgable
201500964,Discontinued,bwyatt4@hotmail.com,No,Wine Enthusiast,2016,1032.86,$200-400k,
201500976,Discontinued,j.dennis@msn.com,No,Wine Enthusiast,2016,1168.86,$200-400k,Staff not knowledgable
201500994,Discontinued,beck2@msn.com,No,Wine Enthusiast,2015,46832.53,Above $1800k,Wine quality
201500995,Discontinued,leblanck@live.com,No,Wine Enthusiast,2016,1097.03,$200-400k,Prices too high
201501001,Discontinued,karh85@verizon.net,Yes,Casual Visitor,2016,549.87,$200-400k,
201501007,Discontinued,lrodriguez6@me.com,No,Wine Enthusiast,2016,226.26,$100-200k,Staff not knowledgable
201501009,Discontinued,lcook@sbcglobal.net,No,Wine Enthusiast,2015,982.23,$200-400k,Prices too high
201501032,Discontinued,l.riley@yahoo.com,Yes,Wine Enthusiast,2016,1783.3,$200-400k,Staff not knowledgable
201501039,Discontinued,tylerr@mac.com,No,Wine Enthusiast,2016,1361.11,$200-400k,Staff not knowledgable
201501043,Discontinued,ellison4@aol.com,Yes,Casual Visitor,2016,581.91,$400-800k,Not enough selection
201501046,Discontinued,carroll6@juno.com,Yes,Casual Visitor,2016,785.64,$200-400k,Staff not knowledgable
201501063,Discontinued,wise9@mail.com,No,High Roller,2016,519.1,$400-800k,
201501064,Discontinued,wngu92@att.net,Yes,Casual Visitor,2016,1897.32,$200-400k,Not enough selection
201501066,Discontinued,p.morgan@yahoo.com,No,Wine Enthusiast,2016,21740.39,Above $1800k,Staff not knowledgable
201501070,Discontinued,jkelley7@live.com,No,Wine Enthusiast,2016,312.3,$100-200k,Staff not knowledgable
201501079,Discontinued,robm16@earthlink.net,Yes,Casual Visitor,2016,62.52,$200-400k,Prices too high
201501082,Discontinued,hunters@mac.com,No,Wine Enthusiast,2016,22430.47,Above $1800k,Staff not knowledgable
201501085,Discontinued,l.kerr@gmail.com,Yes,Casual Visitor,2015,403.45,$100-200k,Prices too high
201501092,Discontinued,cmoore6@verizon.net,Yes,Casual Visitor,2016,622.28,$200-400k,Prices too high
201501093,Discontinued,cvalentine5@verizon.net,No,Wine Enthusiast,2016,1535.76,$200-400k,Staff not knowledgable
201501099,Discontinued,yang9@googlemail.com,Yes,High Roller,2016,168.6,$1200-1800k,Poor service
201501106,Discontinued,l.brown@gmail.com,No,Wine Enthusiast,2015,963.24,$200-400k,Staff not knowledgable
201501107,Discontinued,s.johnson@att.net,No,High Roller,2016,459.54,$400-800k,Poor service
201501126,Discontinued,mgon6@google.com,No,Wine Enthusiast,2016,881.27,$200-400k,Prices too high
201501130,Discontinued,j.valenzuela@cox.net,Yes,Casual Visitor,2016,177.42,$100-200k,Staff not knowledgable
201501145,Discontinued,rusr50@charter.net,Yes,Casual Visitor,2015,333.61,$200-400k,Staff not knowledgable
201501158,Discontinued,richards7@msn.com,No,Wine Enthusiast,2016,1257.49,$200-400k,Staff not knowledgable
201501171,Discontinued,aolson@cox.net,Yes,Casual Visitor,2016,632.02,$100-200k,Prices too high
201501175,Discontinued,vicw47@msn.com,Yes,Casual Visitor,2016,1815.38,$200-400k,Prices too high
201501178,Discontinued,sbutler3@charter.net,No,Wine Enthusiast,2016,2585.91,$400-800k,Not enough selection
201501179,Discontinued,jtho11@charter.net,Yes,Casual Visitor,2016,165.63,Below $100k,Not enough selection
201501196,Discontinued,jperez5@aol.com,No,Wine Enthusiast,2015,3117.65,$800-1200k,Staff not knowledgable
201501200,Discontinued,douglasr@juno.com,Yes,Casual Visitor,2015,589.96,$400-800k,Not enough selection
201501204,Discontinued,clewis@comcast.net,No,Wine Enthusiast,2016,3212.19,$800-1200k,Staff not knowledgable
201501205,Discontinued,cols39@live.com,Yes,Casual Visitor,2016,239.44,$100-200k,Prices too high
201501206,Discontinued,thop9@gmail.com,Yes,Casual Visitor,2016,703,$200-400k,Prices too high
201501212,Discontinued,bruceb@gmx.com,No,Wine Enthusiast,2016,701.75,$1200-1800k,Not enough selection
201501214,Discontinued,evargas4@google.com,No,Wine Enthusiast,2016,224.07,$100-200k,Staff not knowledgable
201501218,Discontinued,frazier6@cox.net,Yes,Casual Visitor,2015,261.29,$100-200k,Staff not knowledgable
201501222,Discontinued,l.sims@sbcglobal.net,Yes,Casual Visitor,2015,629.29,Below $100k,Prices too high
201501225,Discontinued,baird1@verizon.net,No,Wine Enthusiast,2016,756.32,$1200-1800k,Not enough selection
201501229,Discontinued,hollandc@charter.net,Yes,Casual Visitor,2016,147.11,Below $100k,
201501247,Discontinued,edww22@sbcglobal.net,Yes,Casual Visitor,2016,649.27,$400-800k,Prices too high
201501248,Discontinued,ktorres7@google.com,Yes,Casual Visitor,2016,1651.27,Below $100k,Staff not knowledgable
201501264,Discontinued,marh74@live.com,Yes,Casual Visitor,2016,580.76,$400-800k,Prices too high
201501277,Discontinued,denf80@bellsouth.net,No,Wine Enthusiast,2016,1768.61,$200-400k,Staff not knowledgable
201501282,Discontinued,tmoon2@juno.com,No,Wine Enthusiast,2016,7058.25,$800-1200k,Poor service
201501294,Discontinued,davs70@verizon.net,Yes,Casual Visitor,2016,684.45,$100-200k,Wine quality
201501302,Discontinued,jgonzalez9@gmx.com,Yes,Casual Visitor,2016,238.58,$100-200k,Wine quality
201501328,Discontinued,h.williams@googlemail.com,Yes,Wine Enthusiast,2015,2641.29,$400-800k,Prices too high
201501332,Discontinued,jacksonj@verizon.net,No,Wine Enthusiast,2016,1383.68,$200-400k,Not enough selection
201501335,Discontinued,goliver8@juno.com,Yes,Casual Visitor,2016,82.03,$100-200k,Prices too high
201501354,Discontinued,kimr@googlemail.com,Yes,Casual Visitor,2016,1772.16,$100-200k,Prices too high
201501356,Discontinued,hers28@comcast.net,Yes,Casual Visitor,2016,101.97,$100-200k,
201501360,Discontinued,sbowman3@mac.com,Yes,Casual Visitor,2016,198.35,Below $100k,Wine quality
201501362,Discontinued,igra97@att.net,Yes,Casual Visitor,2016,684.08,$100-200k,Staff not knowledgable
201501375,Discontinued,ewil82@charter.net,Yes,Casual Visitor,2016,840.47,Below $100k,Prices too high
201501378,Discontinued,terc31@me.com,No,Wine Enthusiast,2016,2477.51,$400-800k,Staff not knowledgable
201501381,Discontinued,hunt5@gmail.com,No,Wine Enthusiast,2016,550.01,$100-200k,Not enough selection
201501389,Discontinued,mmiller@cox.net,No,Wine Enthusiast,2015,1450.53,$200-400k,
201501391,Discontinued,l.porter@sbcglobal.net,Yes,Casual Visitor,2015,66.82,$200-400k,Wine quality
201501394,Discontinued,mbraun9@mac.com,Yes,Casual Visitor,2016,130.54,$200-400k,Prices too high
201501414,Discontinued,rsch34@cox.net,No,Wine Enthusiast,2016,1983.55,$200-400k,Wine quality
201501420,Discontinued,abaker5@me.com,Yes,Casual Visitor,2016,80.26,$100-200k,
201501426,Discontinued,c.miller@me.com,Yes,Casual Visitor,2016,1674.67,$200-400k,Staff not knowledgable
201501430,Discontinued,l.baker@facebook.com,No,Wine Enthusiast,2015,980.26,$200-400k,Staff not knowledgable
201501433,Discontinued,pierce6@bellsouth.net,No,Wine Enthusiast,2016,1616.45,$200-400k,Staff not knowledgable
201501441,Discontinued,patr84@mac.com,Yes,Casual Visitor,2016,288.6,$100-200k,
201501442,Discontinued,swhi46@googlemail.com,No,Wine Enthusiast,2016,2353.57,$400-800k,Staff not knowledgable
201501443,Discontinued,hcla45@me.com,Yes,Casual Visitor,2016,740.46,$200-400k,Prices too high
201501462,Discontinued,robw58@att.net,Yes,Wine Enthusiast,2016,1020.41,$200-400k,Not enough selection
201501464,Discontinued,lthompson@me.com,Yes,Casual Visitor,2015,70.32,$400-800k,Prices too high
201501466,Discontinued,d.figueroa@mail.com,No,High Roller,2016,480.8,$800-1200k,Poor service
201501481,Discontinued,katc59@aol.com,No,Wine Enthusiast,2016,1740.21,$200-400k,Staff not knowledgable
201501497,Discontinued,lynw9@google.com,No,Wine Enthusiast,2016,1656.01,$200-400k,Staff not knowledgable
201501520,Discontinued,kmur39@gmail.com,Yes,Casual Visitor,2016,279.15,$400-800k,Not enough selection
201501534,Discontinued,jher71@google.com,Yes,Casual Visitor,2016,931.14,$100-200k,Wine quality
201501536,Discontinued,jram94@hotmail.com,Yes,Casual Visitor,2016,1261.69,$200-400k,Not enough selection
201501537,Discontinued,thompsona@aol.com,Yes,Casual Visitor,2016,508.58,$200-400k,Prices too high
201501551,Discontinued,virv29@verizon.net,No,Wine Enthusiast,2016,21156.14,Above $1800k,Not enough selection
201501552,Discontinued,mcgrath7@gmx.com,Yes,Casual Visitor,2015,1083.78,$200-400k,Poor service
201501575,Discontinued,pruiz3@cox.net,Yes,Casual Visitor,2016,1388.19,$100-200k,Prices too high
201501577,Discontinued,sstephens5@bellsouth.net,No,Wine Enthusiast,2016,1119.81,$200-400k,Prices too high
201501580,Discontinued,mhen91@msn.com,Yes,Casual Visitor,2016,187.71,$200-400k,Not enough selection
201501583,Discontinued,loganm@gmail.com,Yes,Wine Enthusiast,2016,1163.73,$200-400k,
201501586,Discontinued,kmunoz@yahoo.com,No,Wine Enthusiast,2016,2490.56,$400-800k,Prices too high
201501601,Discontinued,jmccall@bellsouth.net,Yes,Casual Visitor,2016,169.44,Below $100k,
201501607,Discontinued,r.hubbard@cox.net,Yes,Casual Visitor,2016,484.15,$200-400k,Wine quality
201501611,Discontinued,mglover@earthlink.net,No,Wine Enthusiast,2016,1324.36,$200-400k,Staff not knowledgable
201501620,Discontinued,watkins1@sbcglobal.net,Yes,Casual Visitor,2015,186.41,$200-400k,Wine quality
201501626,Discontinued,bailey1@msn.com,Yes,Casual Visitor,2016,313.23,$200-400k,Prices too high
201501627,Discontinued,k.rodriguez@google.com,Yes,Casual Visitor,2016,121.33,$200-400k,Wine quality
201501629,Discontinued,j.cortez@google.com,Yes,Casual Visitor,2015,693.04,$400-800k,Wine quality
201501630,Discontinued,sarr62@charter.net,Yes,Casual Visitor,2016,402.27,$200-400k,Prices too high
201501642,Discontinued,dnoble@verizon.net,Yes,Casual Visitor,2016,568.17,$100-200k,Staff not knowledgable
201501646,Discontinued,lbrennan@facebook.com,Yes,Casual Visitor,2016,71.75,$400-800k,Prices too high
201501662,Discontinued,lawsonh@cox.net,Yes,Casual Visitor,2016,429.42,$400-800k,Prices too high
201501670,Discontinued,tpie77@charter.net,Yes,Casual Visitor,2016,333.83,Below $100k,Not enough selection
201501678,Discontinued,bbaird@live.com,Yes,Casual Visitor,2016,88.94,$400-800k,Wine quality
201501689,Discontinued,cox6@me.com,No,High Roller,2016,292.04,$400-800k,Not enough selection
201501694,Discontinued,jcan11@sbcglobal.net,Yes,Casual Visitor,2016,596.65,$200-400k,Not enough selection
201501700,Discontinued,genf75@mail.com,No,Wine Enthusiast,2016,20418.72,Above $1800k,Not enough selection
201501713,Discontinued,kellyp@gmx.com,No,High Roller,2016,306.13,$400-800k,Wine quality
201501718,Discontinued,andersen3@charter.net,Yes,Casual Visitor,2016,302.09,$200-400k,Prices too high
201501725,Discontinued,c.pope@juno.com,Yes,Casual Visitor,2016,216.86,$100-200k,
201501731,Discontinued,a.taylor@earthlink.net,Yes,Casual Visitor,2016,195,$200-400k,Prices too high
201501736,Discontinued,mcfarland8@cox.net,Yes,Casual Visitor,2016,386.9,$200-400k,Staff not knowledgable
201501738,Discontinued,ediaz@gmail.com,No,Wine Enthusiast,2015,310.25,$100-200k,Staff not knowledgable
201501741,Discontinued,micg73@mail.com,Yes,Casual Visitor,2016,202.64,Below $100k,
201501742,Discontinued,savb78@msn.com,Yes,Casual Visitor,2016,1060,$200-400k,Poor service
201501761,Discontinued,kdavidson@verizon.net,Yes,Casual Visitor,2016,566.6,$100-200k,Wine quality
201501770,Discontinued,georgeh@earthlink.net,Yes,Casual Visitor,2016,730.89,$100-200k,Prices too high
201501783,Discontinued,allison1@me.com,No,Wine Enthusiast,2016,1913.47,$200-400k,Wine quality
201501791,Discontinued,mhamilton@verizon.net,No,High Roller,2016,400.22,$400-800k,Poor service
201501807,Discontinued,npierce8@comcast.net,Yes,Casual Visitor,2016,880.6,$400-800k,Wine quality
201501809,Discontinued,emil78@facebook.com,Yes,Casual Visitor,2016,739.78,$100-200k,Prices too high
201501835,Discontinued,gvillanueva@gmail.com,Yes,Casual Visitor,2016,172.12,Below $100k,Prices too high
201501839,Discontinued,eolson3@bellsouth.net,Yes,Casual Visitor,2016,355.11,$200-400k,Wine quality
201501844,Discontinued,regn66@juno.com,No,Wine Enthusiast,2016,1343.77,$200-400k,Staff not knowledgable
201501853,Discontinued,marg46@google.com,No,Wine Enthusiast,2015,914.4,$1200-1800k,Not enough selection
201501865,Discontinued,holmesm@facebook.com,No,Wine Enthusiast,2016,419.4,$100-200k,Staff not knowledgable
201501875,Discontinued,j.jones@att.net,No,Wine Enthusiast,2015,628.6,$100-200k,Staff not knowledgable
201501893,Discontinued,vasquez5@msn.com,Yes,Casual Visitor,2016,111.01,$400-800k,Not enough selection
201501898,Discontinued,v.sawyer@facebook.com,No,Wine Enthusiast,2016,2207.6,$200-400k,Staff not knowledgable
201501910,Discontinued,lruiz6@mac.com,Yes,Casual Visitor,2016,404.12,$200-400k,Poor service
201501919,Discontinued,rhun57@googlemail.com,Yes,Casual Visitor,2015,45.48,$400-800k,Not enough selection
201501922,Discontinued,josm45@gmail.com,Yes,Casual Visitor,2016,58.19,$200-400k,Prices too high
201501932,Discontinued,bart30@comcast.net,No,Wine Enthusiast,2016,3942.34,$800-1200k,Not enough selection
201501940,Discontinued,acoleman@comcast.net,No,Wine Enthusiast,2016,3149.84,$800-1200k,Staff not knowledgable
201501941,Discontinued,c.robbins@google.com,No,Wine Enthusiast,2016,1444.94,$200-400k,Not enough selection
201501946,Discontinued,andrews1@hotmail.com,No,High Roller,2016,5693.25,$400-800k,Poor service
201501955,Discontinued,o.king@facebook.com,No,Wine Enthusiast,2016,1084.87,$200-400k,Prices too high
201501972,Discontinued,acampbell@googlemail.com,Yes,Casual Visitor,2015,208.8,$100-200k,
201501978,Discontinued,bmiller9@mail.com,No,Wine Enthusiast,2016,1240.01,$200-400k,Staff not knowledgable
201501992,Discontinued,stephensl@aol.com,No,Wine Enthusiast,2015,1831.28,$200-400k,Not enough selection
201502010,Discontinued,lstevens@mac.com,No,Wine Enthusiast,2016,711.47,$1200-1800k,Not enough selection
201502018,Discontinued,c.perry@comcast.net,Yes,Casual Visitor,2016,176.7,$100-200k,Prices too high
201502019,Discontinued,mlowe4@sbcglobal.net,Yes,Casual Visitor,2016,1105.23,$200-400k,Prices too high
201502030,Discontinued,qbaker@msn.com,No,Wine Enthusiast,2015,3212.3,$800-1200k,Staff not knowledgable
201502036,Discontinued,chase4@verizon.net,Yes,Casual Visitor,2016,508.75,$400-800k,Prices too high
201502054,Discontinued,rmcgee1@live.com,Yes,Casual Visitor,2016,543.82,$200-400k,Prices too high
201502073,Discontinued,edillon@att.net,No,Wine Enthusiast,2015,1299.46,$200-400k,Staff not knowledgable
201502083,Discontinued,marc11@comcast.net,No,Wine Enthusiast,2016,3613.15,$800-1200k,Staff not knowledgable
201502084,Discontinued,jher75@me.com,Yes,Casual Visitor,2016,167.89,$200-400k,Staff not knowledgable
201502111,Discontinued,t.vaughan@mac.com,No,Wine Enthusiast,2016,249.35,$100-200k,Staff not knowledgable
201502112,Discontinued,ward8@me.com,Yes,Casual Visitor,2016,616.55,$200-400k,Staff not knowledgable
201502113,Discontinued,bphillips@facebook.com,No,Wine Enthusiast,2016,2597.06,$400-800k,Prices too high
201502122,Discontinued,rbel1@aol.com,No,Wine Enthusiast,2016,813.66,$1200-1800k,Staff not knowledgable
201502130,Discontinued,jdou64@aol.com,No,Luxury Estate,2016,44.76,$1200-1800k,Staff not knowledgable
201502140,Discontinued,twheeler6@hotmail.com,No,Wine Enthusiast,2016,593.95,$100-200k,Not enough selection
201502143,Discontinued,dhill@msn.com,Yes,Casual Visitor,2016,376.33,$200-400k,Prices too high
201502149,Discontinued,petersonm@comcast.net,No,Wine Enthusiast,2016,2529.15,$400-800k,Not enough selection
201502153,Discontinued,castillor@facebook.com,No,High Roller,2015,572.01,$400-800k,Not enough selection
201502161,Discontinued,krodriguez3@earthlink.net,Yes,Casual Visitor,2016,820.22,$400-800k,Poor service
201502180,Discontinued,andl67@charter.net,No,Wine Enthusiast,2016,2157.88,$400-800k,Poor service
201502187,Discontinued,armstrongr@hotmail.com,No,Wine Enthusiast,2016,1537.3,$200-400k,Staff not knowledgable
201502191,Discontinued,pmorton@gmail.com,Yes,Casual Visitor,2015,448.21,$200-400k,Prices too high
201502200,Discontinued,hpri21@juno.com,Yes,Casual Visitor,2016,261.81,$100-200k,Staff not knowledgable
201502208,Discontinued,rtho80@me.com,No,Wine Enthusiast,2016,1125.78,$200-400k,Not enough selection
201502211,Discontinued,evem68@aol.com,No,High Roller,2016,640.61,$400-800k,Poor service
201502214,Discontinued,m.munoz@aol.com,No,Wine Enthusiast,2016,2602.78,$400-800k,Not enough selection
201502223,Discontinued,t.rogers@juno.com,No,Wine Enthusiast,2016,3499.1,$800-1200k,Poor service
201502235,Discontinued,h.davis@juno.com,Yes,Casual Visitor,2016,253.54,$200-400k,Prices too high
201502242,Discontinued,marg32@yahoo.com,No,Wine Enthusiast,2016,259.76,$100-200k,Staff not knowledgable
201502252,Discontinued,mguerrero2@aol.com,No,Wine Enthusiast,2016,1068.52,$200-400k,Staff not knowledgable
201502256,Discontinued,wrodriguez@juno.com,No,Wine Enthusiast,2016,1743.21,$200-400k,Staff not knowledgable
201502261,Discontinued,m.curtis@cox.net,No,Wine Enthusiast,2016,812.97,$200-400k,Not enough selection
201502274,Discontinued,cbry94@cox.net,Yes,Casual Visitor,2016,193.85,$400-800k,Prices too high
201502313,Discontinued,brewer2@sbcglobal.net,No,Wine Enthusiast,2016,623.98,$100-200k,Staff not knowledgable
201502316,Discontinued,v.king@cox.net,Yes,Casual Visitor,2015,322.72,$400-800k,Prices too high
201502322,Discontinued,jmyers5@earthlink.net,No,Wine Enthusiast,2016,1395.05,$200-400k,
201502347,Discontinued,bartlettj@juno.com,No,Wine Enthusiast,2015,1696.24,$200-400k,Poor service
201502370,Discontinued,johnsona@msn.com,Yes,Casual Visitor,2016,214.49,$200-400k,Prices too high
201502393,Discontinued,cbro29@gmx.com,Yes,Casual Visitor,2016,612.35,Below $100k,Poor service
201502401,Discontinued,albt48@googlemail.com,No,Wine Enthusiast,2016,2611.19,$400-800k,Staff not knowledgable
201502414,Discontinued,jonesg@live.com,No,Wine Enthusiast,2016,221.94,$100-200k,Staff not knowledgable
201502428,Discontinued,jclarke9@cox.net,No,Wine Enthusiast,2016,1159.96,$200-400k,Staff not knowledgable
201502435,Discontinued,joac93@live.com,No,Wine Enthusiast,2016,2994.55,$800-1200k,Staff not knowledgable
201502455,Discontinued,kfleming@earthlink.net,Yes,Casual Visitor,2016,1177.16,$100-200k,Prices too high
201502470,Discontinued,cox6@att.net,Yes,Casual Visitor,2015,924.38,$200-400k,Poor service
201502482,Discontinued,kjon91@earthlink.net,No,Luxury Estate,2015,595.53,$800-1200k,Staff not knowledgable
201502484,Discontinued,jacksond@cox.net,Yes,Wine Enthusiast,2016,942.31,$200-400k,Staff not knowledgable
201502488,Discontinued,lindsey4@live.com,Yes,Casual Visitor,2016,266.37,$100-200k,Staff not knowledgable
201502489,Discontinued,hdav54@att.net,No,Wine Enthusiast,2015,1118.64,$200-400k,Staff not knowledgable
201502501,Discontinued,careye@aol.com,Yes,Casual Visitor,2015,284.37,Below $100k,Poor service
201502510,Discontinued,gjensen5@gmail.com,Yes,Casual Visitor,2016,540.27,Below $100k,Poor service
201502513,Discontinued,scoc18@aol.com,Yes,Casual Visitor,2016,387.11,$400-800k,
201502518,Discontinued,a.gilbert@msn.com,Yes,Casual Visitor,2015,154.77,$200-400k,Not enough selection
201502522,Discontinued,gpag95@google.com,No,Wine Enthusiast,2016,1503.48,$200-400k,
201502526,Discontinued,lpalmer@sbcglobal.net,No,Wine Enthusiast,2016,411.71,$100-200k,Staff not knowledgable
201502546,Discontinued,mhayden5@charter.net,Yes,Casual Visitor,2016,278.53,$200-400k,
201502554,Discontinued,munoz8@comcast.net,Yes,Casual Visitor,2016,148.57,$400-800k,Wine quality
201502557,Discontinued,piercer@hotmail.com,Yes,Casual Visitor,2016,386.79,$200-400k,Not enough selection
201600002,Discontinued,nunez8@google.com,No,Wine Enthusiast,2016,1861.74,$200-400k,Staff not knowledgable
201600018,Discontinued,w.lozano@juno.com,Yes,Casual Visitor,2016,291.62,$200-400k,Prices too high
201600067,Discontinued,jwalker8@earthlink.net,Yes,Casual Visitor,2016,599.67,$200-400k,Poor service
201600073,Discontinued,s.scott@facebook.com,No,Wine Enthusiast,2016,1490.28,$200-400k,Wine quality
201600079,Discontinued,hall2@charter.net,No,Wine Enthusiast,2016,1567,$200-400k,Staff not knowledgable
201600097,Discontinued,boyer6@sbcglobal.net,No,Wine Enthusiast,2016,1465.16,$200-400k,Wine quality
201600106,Discontinued,davis9@live.com,Yes,Casual Visitor,2016,1963.94,$100-200k,Poor service
201600114,Discontinued,l.king@earthlink.net,No,High Roller,2016,628.62,$400-800k,Poor service
201600119,Discontinued,tcohen@gmail.com,Yes,Wine Enthusiast,2016,1863.66,$200-400k,Wine quality
201600120,Discontinued,rmax10@yahoo.com,Yes,Casual Visitor,2016,106.18,$200-400k,Prices too high
201600135,Discontinued,r.johnston@live.com,Yes,Casual Visitor,2016,965.61,$200-400k,Prices too high
201600145,Discontinued,vasquez5@msn.com,Yes,Casual Visitor,2016,535.84,$200-400k,
201600147,Discontinued,r.boyle@bellsouth.net,No,Luxury Estate,2016,692.71,$400-800k,Poor service
201600158,Discontinued,vhoward@googlemail.com,No,Wine Enthusiast,2016,974.02,$200-400k,Staff not knowledgable
201600216,Discontinued,cervantes8@aol.com,No,Luxury Estate,2016,501.87,$800-1200k,Staff not knowledgable
201600218,Discontinued,sram9@yahoo.com,Yes,Casual Visitor,2016,617.13,Below $100k,Prices too high
201600224,Discontinued,jgarcia3@hotmail.com,Yes,Casual Visitor,2016,788.95,$100-200k,Prices too high
201600244,Discontinued,ctay48@charter.net,No,Wine Enthusiast,2016,3590.37,$800-1200k,Not enough selection
201600299,Discontinued,r.shah@mac.com,No,Wine Enthusiast,2016,634.59,$100-200k,Staff not knowledgable
201600308,Discontinued,cjenkins4@bellsouth.net,Yes,Casual Visitor,2016,399.57,Below $100k,Prices too high
201600312,Discontinued,c.neal@mail.com,No,Luxury Estate,2016,846.22,$800-1200k,Not enough selection
201600340,Discontinued,emar9@yahoo.com,No,Wine Enthusiast,2016,1356.87,$200-400k,Poor service
201600365,Discontinued,cporter9@facebook.com,No,Wine Enthusiast,2016,2170.68,$400-800k,Not enough selection
201600366,Discontinued,mhernandez@mac.com,Yes,Casual Visitor,2016,937.6,$400-800k,
201600384,Discontinued,jhudson8@mac.com,No,Wine Enthusiast,2016,1579.09,$200-400k,Not enough selection
201600387,Discontinued,elmm31@sbcglobal.net,No,Wine Enthusiast,2016,1119.01,$200-400k,Staff not knowledgable
201600391,Discontinued,wilf98@bellsouth.net,Yes,Casual Visitor,2016,59.26,$400-800k,Not enough selection
201600406,Discontinued,shej1@yahoo.com,Yes,Casual Visitor,2016,140.14,Below $100k,Prices too high
201600415,Discontinued,sdickerson7@me.com,Yes,Casual Visitor,2016,737.85,$200-400k,Wine quality
201600427,Discontinued,barb43@att.net,Yes,Casual Visitor,2016,472.99,$200-400k,Prices too high
201600429,Discontinued,d.taylor@yahoo.com,No,Wine Enthusiast,2016,1493.79,$200-400k,Not enough selection
201600446,Discontinued,lambert3@att.net,Yes,Casual Visitor,2016,348.8,$200-400k,Prices too high
201600452,Discontinued,gfis86@google.com,No,Wine Enthusiast,2016,1917.68,$200-400k,Staff not knowledgable
201600462,Discontinued,sams19@live.com,No,Wine Enthusiast,2016,7844.04,$800-1200k,Staff not knowledgable
201600484,Discontinued,tzuniga7@gmx.com,No,Wine Enthusiast,2016,1783.78,$200-400k,Staff not knowledgable
201600544,Discontinued,tbailey8@earthlink.net,Yes,Casual Visitor,2016,1222.37,$200-400k,Staff not knowledgable
201600548,Discontinued,aking6@aol.com,No,Wine Enthusiast,2016,1607.03,$200-400k,Not enough selection
201600557,Discontinued,parker7@mail.com,Yes,Casual Visitor,2016,390.34,$400-800k,Poor service
201600574,Discontinued,bruce2@att.net,Yes,Wine Enthusiast,2016,522.74,$100-200k,Staff not knowledgable
201600575,Discontinued,jcom76@mail.com,Yes,Casual Visitor,2016,101.14,$200-400k,Poor service
201600595,Discontinued,j.walker@aol.com,No,Wine Enthusiast,2016,1203.08,$200-400k,Prices too high
201600602,Discontinued,cdix15@juno.com,No,Wine Enthusiast,2016,482.72,$100-200k,Staff not knowledgable
201600650,Discontinued,jmur37@googlemail.com,Yes,Casual Visitor,2016,1079.8,$400-800k,Prices too high
201600664,Discontinued,rcla52@mail.com,No,Wine Enthusiast,2016,1991.01,$200-400k,Staff not knowledgable
201600675,Discontinued,gmanning@gmx.com,Yes,Casual Visitor,2016,535.06,$400-800k,
201600689,Discontinued,campbella@mail.com,Yes,Wine Enthusiast,2016,1482.82,$200-400k,Not enough selection
201600695,Discontinued,jenn54@sbcglobal.net,Yes,Wine Enthusiast,2016,2233.62,$400-800k,Staff not knowledgable
201600704,Discontinued,tcoh66@live.com,No,Wine Enthusiast,2016,2039.02,$400-800k,Not enough selection
201600777,Discontinued,ibarra4@mail.com,No,Wine Enthusiast,2016,100.19,$100-200k,Staff not knowledgable
